Date,Country,iso3,aqi,co,no2,o3,pm10,pm25,so2
2017-01-18,China,CHN,257.3333333,13.91730769,25.64038462,11.04509804,93.76923077,165.7307692,14.54423077
2017-01-18,India,IND,,10.05714286,19.82857143,17.16153846,97.55555556,188.2,7.25
2017-01-18,Thailand,THA,,0.1,7.66,8.183333333,40.5,82.2,1.2
2017-01-19,China,CHN,92,10.67115385,19.02884615,14.5244898,77.05769231,135.7115385,10.68846154
2017-01-19,India,IND,,9.6,17.2,18.03846154,92.66666667,180.6,5.442857143
2017-01-19,Thailand,THA,,0.1,7.88,9.9,43.5,85.4,0.975
2017-01-20,China,CHN,67.33333333,9.357692308,15.23653846,18.84897959,60.19230769,103.4807692,11.43269231
2017-01-20,India,IND,,8.671428571,18.15714286,19.70769231,94.44444444,169.7333333,5.771428571
2017-01-20,Thailand,THA,,0.1,7.08,10.41666667,42.16666667,83.6,1.12
2017-01-21,China,CHN,100,10.02115385,18.07884615,19.732,68.38461538,125.1346154,12.70576923
2017-01-21,India,IND,,9.423076923,20.13076923,19.03846154,102,172.7142857,6.5
2017-01-21,Thailand,THA,,0.1,5.26,11.61666667,39.33333333,75.8,1
2017-01-22,China,CHN,108.6666667,11.31538462,20.56153846,19.608,74.65384615,140.1153846,13.975
2017-01-22,India,IND,,9.084615385,22.90769231,14.91538462,99.875,181.5714286,5.346153846
2017-01-22,Thailand,THA,,0.1,4.44,12.98333333,31.16666667,67,0.9
2017-01-23,China,CHN,173,13.05576923,22.53461538,20.068,79.11538462,148.0384615,16.06346154
2017-01-23,India,IND,,9.135714286,19.54285714,16.6,92.11111111,168.3333333,6.828571429
2017-01-23,Thailand,THA,,0.1,5.38,13.83333333,36.5,70.8,1
2017-01-24,China,CHN,197.3333333,13.71153846,22.49807692,19.952,80.61538462,151.3076923,17.45769231
2017-01-24,India,IND,,9.885714286,19.88571429,13.39230769,105.2222222,178.2,6.928571429
2017-01-24,Thailand,THA,,0.1,6.72,14.35,40.66666667,81.2,1
2017-01-25,China,CHN,264,15.51153846,22.04423077,20.676,93.01923077,173.5769231,17.62115385
2017-01-25,India,IND,,13.18571429,24.41428571,12.57692308,100.6666667,197.2,8.742857143
2017-01-25,Thailand,THA,,0.1,8.34,14.45,45.66666667,95.6,1
2017-01-26,China,CHN,291.3333333,12.51153846,15.91346154,24.702,125.25,168.0192308,12.225
2017-01-26,India,IND,,11.89285714,18.48571429,16.76923077,86.11111111,171.7333333,6.5
2017-01-26,Thailand,THA,,0.1,6.72,12.98333333,35.66666667,69.4,1.12
2017-01-27,China,CHN,101.6666667,10.06153846,11.75576923,25.776,85.73076923,133.3076923,11.02884615
2017-01-27,India,IND,,9.107142857,19.9,15.4,71.44444444,143.6,4.914285714
2017-01-27,Thailand,THA,,0.1,6.84,12.93333333,38.33333333,73.2,1
2017-01-28,China,CHN,187.3333333,11.17115385,12.95192308,23.578,99.51923077,168.0384615,15.75961538
2017-01-28,India,IND,,7.157142857,19.15,12.77692308,73,142.2,6.578571429
2017-01-28,Thailand,THA,,0.1,6.16,16.6,41.16666667,76.8,0.975
2017-01-29,China,CHN,126,9.703846154,10.26538462,21.55098039,70.34615385,132.7884615,8.717307692
2017-01-29,India,IND,,7.807142857,17.95714286,12.28461538,70.44444444,143.8666667,5.985714286
2017-01-29,Thailand,THA,,0.1,8.24,21.73333333,51,104.2,1.25
2017-01-30,China,CHN,50.66666667,9.071153846,9.340384615,23.12156863,55.51923077,106.9615385,9.321153846
2017-01-30,India,IND,,9.6,21.32857143,15.20769231,89.11111111,157.4,6.814285714
2017-01-30,Thailand,THA,,0.1,8.8,19.06666667,52.83333333,114,1.2
2017-01-31,China,CHN,114.6666667,10.63461538,11.40192308,21.99215686,56.26923077,119.9615385,12.55384615
2017-01-31,India,IND,,10.72142857,22.75,13.83846154,89.25,169.2,8.064285714
2017-01-31,Thailand,THA,,0.1,8.58,16.56666667,52.5,125,1.1
2017-02-01,China,CHN,106.3333333,9.836538462,10.48461538,21.58823529,56.32692308,113.75,10.29423077
2017-02-01,India,IND,,9.564285714,22.93571429,12.26923077,83.88888889,169.7333333,6.685714286
2017-02-01,Thailand,THA,,0.1,9.28,14.66666667,54.66666667,106.8,1.22
2017-02-02,China,CHN,163.3333333,12.05384615,13.53076923,22.07647059,62.59615385,128.0961538,13.33846154
2017-02-02,India,IND,,10.65,21.43571429,13.81538462,91.22222222,186.2666667,8.235714286
2017-02-02,Thailand,THA,,0.1,6.6,11.66666667,53.16666667,94,1.22
2017-02-03,China,CHN,228.3333333,13.35769231,17.54615385,19.5745098,74.05769231,144.0769231,14.04038462
2017-02-03,India,IND,,10,22.20714286,17.24615385,89.22222222,185.6,8.542857143
2017-02-03,Thailand,THA,,0.1,6.4,8.24,35.6,69.8,0.725
2017-02-04,China,CHN,305.6666667,14.64038462,20.43076923,14.74901961,88.36538462,167.3076923,12.86923077
2017-02-04,India,IND,,9.842857143,21.03571429,19.15384615,88.55555556,177.4,8.607142857
2017-02-04,Thailand,THA,,0.1,8.02,11.08,43.2,87.4,0.9
2017-02-05,China,CHN,234.6666667,13.65576923,18.33653846,17.6745098,82.36538462,153.4230769,12.35192308
2017-02-05,India,IND,,9.735714286,18.16428571,18.47692308,84.88888889,165.6666667,6.485714286
2017-02-05,Thailand,THA,,0.1,9.74,14.96,51,108.6,1.84
2017-02-06,China,CHN,109.3333333,10.78076923,14.83076923,22.21176471,62.61538462,126.4615385,10.58846154
2017-02-06,India,IND,,9.842857143,21.62857143,15.34615385,92.88888889,179.1333333,7.185714286
2017-02-06,Thailand,THA,,0.1,13.06,11.46,59.6,129.4,2.58
2017-02-07,China,CHN,87,9.3,14.74807692,22.66666667,56,115.0576923,11.36538462
2017-02-07,India,IND,,8.314285714,21.74285714,19.85384615,86.88888889,162,7.721428571
2017-02-07,Thailand,THA,,0.1,9.36,12.02,55.4,117.2,1.54
2017-02-08,China,CHN,84.66666667,8.621153846,13.30769231,21.68823529,48,97.59615385,8.278846154
2017-02-08,India,IND,,8.892857143,23.65714286,21.44615385,94,168.9333333,7.471428571
2017-02-08,Thailand,THA,,0.1,7.76,11.24,46.8,88.6,1.1
2017-02-09,China,CHN,52,9.032692308,12.57884615,23.32352941,52.26923077,109.2307692,8.963461538
2017-02-09,India,IND,,8.771428571,18.72857143,15.15384615,95.11111111,168.7333333,7.992857143
2017-02-09,Thailand,THA,,0.1,10.08,10.84,53.4,99.8,1.22
2017-02-10,China,CHN,69.33333333,8.840384615,14.33653846,24.704,55.90384615,118.0192308,10.9
2017-02-10,India,IND,,7.55,15.68571429,17.84615385,85.22222222,175.1333333,5.55
2017-02-10,Thailand,THA,,0.1,8.68,11.72,58.4,116,1.1
2017-02-11,China,CHN,104.6666667,9.761538462,18.11153846,22.14901961,59.98076923,129.1730769,14.26153846
2017-02-11,India,IND,,8.221428571,16.08571429,23.31428571,84.77777778,169.2666667,6.478571429
2017-02-11,Thailand,THA,,0.1,7.76,15.34,58.8,129.4,1
2017-02-12,China,CHN,143.6666667,11.55192308,22.94423077,21.61176471,75.46153846,152.9230769,16.20384615
2017-02-12,India,IND,,7.542857143,15.4,22.23846154,74.11111111,162.6,6.564285714
2017-02-12,Thailand,THA,,0.1,6.16,18.1,52,105.4,0.8
2017-02-13,China,CHN,158,12.89615385,27.33269231,19.33137255,80.09615385,156.4038462,15.5
2017-02-13,India,IND,,9.25,17.1,18.93846154,85.77777778,172.7333333,6.35
2017-02-13,Thailand,THA,,0.1,6.28,17.7,57,122.2,0.9
2017-02-14,China,CHN,211.6666667,13.26346154,28,23.52745098,87.44230769,162.3461538,16.38461538
2017-02-14,India,IND,,9.061538462,19.26923077,23.20833333,88.11111111,166.9285714,6.546153846
2017-02-14,Thailand,THA,,0.1,7.76,16.84,58.6,133.8,0.8
2017-02-15,China,CHN,271.6666667,12.76538462,25.97884615,28.01176471,91.57692308,164.4615385,15.00769231
2017-02-15,India,IND,,9.738461538,19.63846154,23.53333333,95.88888889,174.7857143,6.438461538
2017-02-15,Thailand,THA,,0.1,9.38,13.92,56.4,115.4,0.9
2017-02-16,China,CHN,195.6666667,10.92307692,21.75576923,25.4254902,85.71153846,143.3653846,12.22115385
2017-02-16,India,IND,,10.1,20.52142857,18.93076923,98.55555556,175.4666667,7.328571429
2017-02-16,Thailand,THA,,0.1,9.04,13.92,56,111.2,1
2017-02-17,China,CHN,61,9.078846154,16.91538462,25.49803922,66.98076923,114.8846154,9.507692308
2017-02-17,India,IND,,9.935714286,20.19285714,14.86153846,97.11111111,192.1333333,7.421428571
2017-02-17,Thailand,THA,,0.1,11.24,14.76,57.4,122.6,1.42
2017-02-18,China,CHN,132.3333333,10.88076923,22.45192308,20.68235294,75.53846154,136.1923077,13.18653846
2017-02-18,India,IND,,9.392857143,20.07142857,18.85,88,190.7333333,9.146153846
2017-02-18,Thailand,THA,,0.1,11.46,15.72,62,135.2,1.42
2017-02-19,China,CHN,178,11.33461538,19.89615385,25.85294118,85.71153846,146.7692308,11.77115385
2017-02-19,India,IND,,9.021428571,21.5,18.75714286,85.22222222,176.1428571,8.664285714
2017-02-19,Thailand,THA,,0.1,11.78,16.84,65.2,145.8,1.625
2017-02-20,China,CHN,57,8.490384615,14.03846154,25.31372549,67.11538462,111.4230769,7.690384615
2017-02-20,India,IND,,8.371428571,17.49285714,19.93571429,95.11111111,160.7142857,7.621428571
2017-02-20,Thailand,THA,,0.1,8.68,14.92,57.6,121.8,1.375
2017-02-21,China,CHN,73.33333333,8.45,15.19038462,21.24901961,56.17307692,102.1730769,8.809615385
2017-02-21,India,IND,,7.285714286,14.22142857,16.74285714,81.88888889,154.3333333,6.523076923
2017-02-21,Thailand,THA,,0.1,8.2,12.02,48.2,94.8,1.1
2017-02-22,China,CHN,,9.444230769,17.00576923,17.75918367,56.53846154,117.1730769,9.778846154
2017-02-22,India,IND,,6.642857143,14.86428571,16.07142857,82.44444444,147.6666667,6.569230769
2017-02-22,Thailand,THA,,0.1,9.02,10.66,44,92.8,1
2017-02-23,China,CHN,,8.859615385,15.88461538,20.27959184,53.76923077,109.7692308,8.975
2017-02-23,India,IND,,7.214285714,14.45714286,14.47142857,84.11111111,151.0666667,6.361538462
2017-02-23,Thailand,THA,,0.1,6.62,8.42,36,70.4,1
2017-02-24,China,CHN,,9.601923077,20.01538462,21.49148936,55.63461538,118.0192308,11.10192308
2017-02-24,India,IND,,6.571428571,24.66428571,16.71428571,89.66666667,146.2666667,8.178571429
2017-02-24,Thailand,THA,,0.1,6.38,8.18,34.6,73.6,0.8
2017-02-25,China,CHN,,9.848076923,21.90384615,19.50816327,59.05769231,120.2884615,11.15384615
2017-02-25,India,IND,,7.646153846,18.47692308,18.67692308,81.44444444,141.2857143,9.146153846
2017-02-25,Thailand,THA,,0.1,6.04,11.64,38.4,82,1.1
2017-02-26,China,CHN,,10.25,23.79230769,20.24489796,66.78846154,128.5192308,12.56730769
2017-02-26,India,IND,,7.992307692,19.96923077,14.14615385,90,150.6428571,9.776923077
2017-02-26,Thailand,THA,,0.1,5.7,10.78,39.6,79.8,1.1
2017-02-27,China,CHN,,10.25384615,23.99615385,23.84897959,73.36538462,142.5961538,13.43269231
2017-02-27,India,IND,,9.05,22.05833333,15.20833333,92.625,160,9.883333333
2017-02-27,Thailand,THA,,0.1,6.38,14.64,50,95.6,1
2017-02-28,China,CHN,,9.342307692,21.66538462,29.85,70.21153846,138.9230769,12.07307692
2017-02-28,India,IND,,9.484615385,21.92857143,15.25,103.1111111,160.6,8.607692308
2017-02-28,Thailand,THA,,0.1,7.18,16.46,56.6,124.6,1.1
2017-03-01,China,CHN,,7.878846154,15.46730769,27.13958333,64.86538462,117.3846154,8.240384615
2017-03-01,India,IND,,9.542857143,31.07857143,16.77857143,106.1111111,167.0666667,8.371428571
2017-03-01,Thailand,THA,,0.1,7.78,16.9,58,126.4,1.3
2017-03-02,China,CHN,,8.261538462,18.94038462,26.55625,64.82692308,105.9615385,11.02115385
2017-03-02,India,IND,,7.764285714,25.87142857,20.94285714,87.88888889,159.5333333,7.007142857
2017-03-02,Thailand,THA,,0.1,8.36,18.34,63.8,139.2,1.32
2017-03-03,China,CHN,,8.938461538,22.90769231,29.56875,71.98076923,131.7692308,12.65576923
2017-03-03,India,IND,,7.7,22.32857143,20.72142857,76.66666667,143.2666667,7
2017-03-03,Thailand,THA,,0.1,10.88,20.7,67.2,148.2,1.44
2017-03-04,China,CHN,,9.825,24.97115385,23.73125,75.51923077,140.5961538,12.34807692
2017-03-04,India,IND,,6.842857143,18.89285714,20.61428571,75.66666667,142.6666667,5.935714286
2017-03-04,Thailand,THA,,0.1,6.5,17.6,59.6,133,1.2
2017-03-05,China,CHN,,8.992307692,18.83846154,24.71914894,66.63461538,126.6538462,8.55
2017-03-05,India,IND,,6.407142857,22.72857143,23,71.77777778,135.0666667,7.25
2017-03-05,Thailand,THA,,0.1,5.38,15.96,56.2,117.4,1.42
2017-03-06,China,CHN,,8.311538462,15.36730769,26.41666667,54.23076923,100.1346154,8.088461538
2017-03-06,India,IND,,6.671428571,23.47857143,21.44285714,72.77777778,134.6,7.378571429
2017-03-06,Thailand,THA,,0.1,6.52,13.76,53.4,116.2,1
2017-03-07,China,CHN,,8.184615385,16.40961538,26.70204082,56.69230769,105.3269231,8.205769231
2017-03-07,India,IND,,7.271428571,18.47857143,17.29285714,80.33333333,137,7.057142857
2017-03-07,Thailand,THA,,0.1,6.38,12.26,54.8,114,1.12
2017-03-08,China,CHN,,8.342307692,17.81153846,25.9,57.25,109.0769231,9.342307692
2017-03-08,India,IND,,6.628571429,15.72857143,13.1,70.88888889,135.8666667,5.521428571
2017-03-08,Thailand,THA,,0.1,5.92,14,54.2,116.2,1.2
2017-03-09,China,CHN,,9.315384615,23.40576923,22.29387755,63.86538462,124.4615385,11.075
2017-03-09,India,IND,,6.207142857,14.27857143,12.07142857,67.44444444,130.8,5.95
2017-03-09,Thailand,THA,,0.1,4.42,13.86,46.2,94.4,1
2017-03-10,China,CHN,,9.948076923,24.89038462,22.26734694,67.17307692,131.9423077,11.38653846
2017-03-10,India,IND,,5.585714286,12.13571429,14.33571429,60.66666667,114.4,5.457142857
2017-03-10,Thailand,THA,,0.1,4.98,10.92,40,84.6,1.1
2017-03-11,China,CHN,,9.865384615,22.10192308,24.52244898,67,127.9807692,11.525
2017-03-11,India,IND,,5.471428571,15.62142857,17.28571429,59.11111111,112.5333333,5.15
2017-03-11,Thailand,THA,,0.1,5.34,12.6,41.6,87.4,1.12
2017-03-12,China,CHN,,8.253846154,16.37884615,23.8,55.71153846,100.2692308,7.115384615
2017-03-12,India,IND,,5.671428571,15.37142857,15.50714286,71.55555556,132.8,7.528571429
2017-03-12,Thailand,THA,,0.1,4.32,11.4,37,79,1.2
2017-03-13,China,CHN,,7.863461538,15.2,25.4122449,45.71153846,87.78846154,7.401923077
2017-03-13,India,IND,,6.728571429,14.15714286,20.8,77.55555556,140.3333333,7.128571429
2017-03-13,Thailand,THA,,0.1,5.58,9.9,42.4,89,0.9
2017-03-14,China,CHN,,8.15,16.81923077,24.40816327,51.28846154,96.86538462,8.515384615
2017-03-14,India,IND,,6.564285714,20.38571429,17.67857143,79.44444444,136.1333333,6.285714286
2017-03-14,Thailand,THA,,0.1,5.36,10.98,45.8,99.2,0.9
2017-03-15,China,CHN,,8.388461538,20.09615385,25.53673469,59.19230769,115.1153846,9.990384615
2017-03-15,India,IND,,7,20.44615385,19.1,75.5,131.0714286,7.930769231
2017-03-15,Thailand,THA,,0.1,5.94,11.08,44.8,99.2,1.1
2017-03-16,China,CHN,,8.584615385,20.71538462,26.33265306,62.61538462,126.7692308,10.28846154
2017-03-16,India,IND,,7.007692308,17.10769231,17.28461538,73.5,136,7.469230769
2017-03-16,Thailand,THA,,0.1,5.68,14.24,48,97.8,1.1
2017-03-17,China,CHN,,8.680769231,22.00769231,24.07346939,65.61538462,128,10.23269231
2017-03-17,India,IND,,6.657142857,15.61428571,15.34285714,77.55555556,141.8,6.578571429
2017-03-17,Thailand,THA,,0.1,5.24,12.72,45,98.6,0.9
2017-03-18,China,CHN,142.6666667,9.551923077,22.68653846,23.85686275,69.36538462,135.2115385,9.923076923
2017-03-18,India,IND,,6.292857143,14.45714286,16.47857143,82.22222222,144.8,6.261538462
2017-03-18,Thailand,THA,,0.1,4.9,10.92,38.8,90.8,1
2017-03-19,China,CHN,149.6666667,9.803846154,20.87884615,23.46078431,63.46153846,125.5961538,8.707692308
2017-03-19,India,IND,,5.757142857,15.10714286,13.47857143,77.77777778,141.0666667,7.276923077
2017-03-19,Thailand,THA,,0.1,4.9,10.46,35.4,80.6,1.44
2017-03-20,China,CHN,82.33333333,8.986538462,17.51538462,24.63921569,57.07692308,118.2884615,7.125
2017-03-20,India,IND,,6.085714286,16.28571429,14.05714286,76.88888889,147,7.723076923
2017-03-20,Thailand,THA,,0.1,6.04,11,40,93.4,1.22
2017-03-21,China,CHN,72.33333333,9.065384615,17.66346154,26.1254902,61.40384615,123.1346154,8.142307692
2017-03-21,India,IND,,6.664285714,18.25,16.42142857,83.88888889,155.4666667,7.085714286
2017-03-21,Thailand,THA,,0.1,5.7,11.62,43.4,95,1.2
2017-03-22,China,CHN,153,9.176923077,18.97692308,25.37647059,56.36538462,110.0961538,7.95
2017-03-22,India,IND,,6.907142857,19.99285714,15.51428571,87.77777778,166.1333333,9.414285714
2017-03-22,Thailand,THA,,0.1,5.7,11.64,46.2,97.6,1.1
2017-03-23,China,CHN,87.66666667,8.694230769,17.53269231,22.43137255,53.23076923,113.0769231,6.578846154
2017-03-23,India,IND,,8.05,16.05,15.3,93,160.6,9.078571429
2017-03-23,Thailand,THA,,0.1,6.84,12.12,50,99.2,1.2
2017-03-24,China,CHN,105,8.213461538,16.83269231,24.83137255,54.17307692,108.0769231,6.717307692
2017-03-24,India,IND,,11.50769231,14.13076923,16.96923077,81.66666667,164.7142857,5.153846154
2017-03-24,Thailand,THA,,0.1,6.04,12.42,47.8,99.8,1.4
2017-03-25,China,CHN,82,8.203846154,15.73076923,23.42941176,53.44230769,102.4423077,6.978846154
2017-03-25,India,IND,,7.730769231,12.35384615,19.77692308,75.44444444,157.5,5.138461538
2017-03-25,Thailand,THA,,0.1,6.84,11.88,43,93.6,1
2017-03-26,China,CHN,66.66666667,8.180769231,17.13846154,25.41764706,60.48076923,98.98076923,7.857692308
2017-03-26,India,IND,,6.454545455,13.9,24.60909091,81.875,140.0833333,6.372727273
2017-03-26,Thailand,THA,,0.1,5.82,11.7,40.6,93,1.1
2017-03-27,China,CHN,72.66666667,8.630769231,21.52307692,26.20392157,68.09615385,117,9.457692308
2017-03-27,India,IND,,7.853846154,13.10769231,21.65384615,83.55555556,143.2857143,6.930769231
2017-03-27,Thailand,THA,,0.1,5.48,11.24,32.24,74,0.7
2017-03-28,China,CHN,83.66666667,8.771153846,19.83269231,29.01176471,74.32692308,130.4423077,8.903846154
2017-03-28,India,IND,,7.6,12.23076923,13.07692308,91.55555556,153.1428571,4.623076923
2017-03-28,Thailand,THA,,0.1,5.7,15.72,39.4,83.2,0.9
2017-03-29,China,CHN,129,9.198076923,19.28076923,28.21568627,76,141.6538462,9.030769231
2017-03-29,India,IND,,8.107692308,11.33076923,13.50769231,86.55555556,148.7857143,4.576923077
2017-03-29,Thailand,THA,,0.1,7.66,14.08,44,97,0.9
2017-03-30,China,CHN,117.3333333,8.463461538,18.05384615,25.23921569,64.90384615,124.3076923,7.4
2017-03-30,India,IND,,7.984615385,10.29230769,14.27692308,80.44444444,137.1428571,4.284615385
2017-03-30,Thailand,THA,,0.1,6.06,11.22,40.8,85,0.9
2017-03-31,China,CHN,88.33333333,7.973076923,15.35769231,28.95098039,53.76923077,104.0576923,6.448076923
2017-03-31,India,IND,,8.115384615,10.24615385,14.63846154,79.66666667,139.5714286,4.607692308
2017-03-31,Thailand,THA,,0.1,5.6,11.02,34.2,67.8,0.8
2017-04-01,China,CHN,69.33333333,8.459615385,18.96730769,29.33529412,62.40384615,117.9615385,7.9
2017-04-01,India,IND,,8.223076923,10.63076923,14.27692308,82.66666667,143.5,5.438461538
2017-04-01,Thailand,THA,,0.1,5.92,9.96,34.8,76.8,0.9
2017-04-02,China,CHN,98,8.896153846,22.34038462,31.78823529,69.28846154,129.7884615,10.20576923
2017-04-02,India,IND,,7.1,10.24615385,13.62307692,76,132.9285714,4.569230769
2017-04-02,Thailand,THA,,0.1,4.2,13.54,30,69.4,0.8
2017-04-03,China,CHN,147,9.2,20.03269231,41.13529412,72.11538462,135.7115385,10.36153846
2017-04-03,India,IND,,7.3,10.81538462,16.02307692,72.11111111,131.5,4.538461538
2017-04-03,Thailand,THA,,0.1,6.96,14.64,41.8,88.6,0.8
2017-04-04,China,CHN,115.6666667,8.217307692,15.41923077,40.09411765,67.34615385,129.3461538,8.542307692
2017-04-04,India,IND,,6.930769231,11.16923077,14.09230769,73,127.6428571,4.876923077
2017-04-04,Thailand,THA,,0.1,8,14.7,48.42,105.2,0.975
2017-04-05,China,CHN,74.33333333,8.651923077,16.25384615,31.84313725,65.09615385,127,7.078846154
2017-04-05,India,IND,,6.930769231,9.830769231,12.70769231,70.66666667,120.4285714,4.661538462
2017-04-05,Thailand,THA,,0.1,9.6,11.32,50.8,112.4,1.32
2017-04-06,China,CHN,126.6666667,9.515384615,18.94807692,22.03137255,67.65384615,131.3846154,7.267307692
2017-04-06,India,IND,,7.484615385,10.40769231,15.07692308,77.88888889,125.3571429,3.953846154
2017-04-06,Thailand,THA,,0.1,6.86,12.18,44.6,107,1.1
2017-04-07,China,CHN,141,9.3,18.43461538,23.79411765,69.32692308,126.8076923,6.898076923
2017-04-07,India,IND,,7.707692308,10.2,16.02307692,117.4444444,143.4285714,3.823076923
2017-04-07,Thailand,THA,,0.1,6.62,12.34,43,95.6,0.9
2017-04-08,China,CHN,124.3333333,8.826923077,16.60576923,21.84901961,58.57692308,107.4423077,6.057692308
2017-04-08,India,IND,,7.423076923,11.83846154,18.03846154,99.88888889,147.4285714,5.015384615
2017-04-08,Thailand,THA,,0.1,5.36,12.42,39.8,84,0.9
2017-04-09,China,CHN,50.66666667,7.496153846,12.72307692,26.26666667,42.76923077,75.76923077,5.863461538
2017-04-09,India,IND,,7.207692308,10.29230769,20.49230769,86.55555556,128.2142857,4.723076923
2017-04-09,Thailand,THA,,0.1,4.32,12.12,38.2,79.6,1.32
2017-04-10,China,CHN,75.66666667,8.061538462,15.01923077,23.68431373,47.69230769,88.46153846,6.751923077
2017-04-10,India,IND,,7.530769231,10.86153846,19.73846154,82.66666667,132.1428571,5.576923077
2017-04-10,Thailand,THA,,0.1,3.86,11.34,34.8,78.4,1
2017-04-11,China,CHN,78.66666667,7.844230769,13.94807692,23.44313725,48.98076923,88.28846154,5.778846154
2017-04-11,India,IND,,8.246153846,13.79166667,21.19230769,82.66666667,137.2142857,4.515384615
2017-04-11,Thailand,THA,,0.1,4.08,10.6,34.2,78,0.9
2017-04-12,China,CHN,100,8.248076923,16.95769231,27.34901961,56.40384615,93.44230769,6.832692308
2017-04-12,India,IND,,9.015384615,15.09166667,14.19230769,86.88888889,149.0714286,5.553846154
2017-04-12,Thailand,THA,,0.1,3.96,10.36,33.4,71.4,1
2017-04-13,China,CHN,89.66666667,8.232692308,18.45576923,30.68627451,63.21153846,101.75,7.463461538
2017-04-13,India,IND,,9.5,13.69230769,22.36153846,88.66666667,149.0714286,5.561538462
2017-04-13,Thailand,THA,,0.1,3.4,9.72,28.2,66.8,0.8
2017-04-14,China,CHN,91,8.638461538,19.19423077,32.02941176,66.59615385,112.4615385,8.207692308
2017-04-14,India,IND,,8.966666667,13.23333333,19.46666667,90.25,147.5384615,5.391666667
2017-04-14,Thailand,THA,,0.1,3.74,11.24,21.02,54.6,0.9
2017-04-15,China,CHN,101.3333333,9.232692308,21.26730769,31.63529412,69.96153846,121.1153846,8.775
2017-04-15,India,IND,,7.438461538,12.02307692,17.88461538,86.77777778,142.5714286,4.984615385
2017-04-15,Thailand,THA,,0.1,3.52,11.66,20.4,52.4,0.8
2017-04-16,China,CHN,87.33333333,8.838461538,18.39423077,27.38823529,66.65384615,114.3269231,8.140384615
2017-04-16,India,IND,,7.908333333,11.45833333,19.09166667,81.125,138,4.091666667
2017-04-16,Thailand,THA,,0.1,3.18,10.14,23.36,56.4,0.9
2017-04-17,China,CHN,118.6666667,7.713461538,14.35576923,27.99607843,70,104.7115385,6.801923077
2017-04-17,India,IND,,7.466666667,12,19.33333333,84.875,136.5384615,4.208333333
2017-04-17,Thailand,THA,,0.1,4.1,9.28,27.98,63.2,0.9
2017-04-18,China,CHN,60.66666667,6.632692308,13.37307692,29.71764706,94.96153846,98.13461538,6.338461538
2017-04-18,India,IND,,7.6,12.70833333,17.80833333,91.875,149.3076923,4.141666667
2017-04-18,Thailand,THA,,0.1,4.68,9.58,23.2,50.8,0.85
2017-04-19,China,CHN,76.33333333,7.396153846,16.94615385,27.1372549,68.69230769,100.4615385,7.244230769
2017-04-19,India,IND,,7.225,10.58333333,16.76666667,81.5,145.3846154,3.8
2017-04-19,Thailand,THA,,0.1,4.88,10.06,23.94,53.8,1
2017-04-20,China,CHN,91.33333333,7.048076923,14.12307692,28.30784314,60.57692308,92.80769231,5.980769231
2017-04-20,India,IND,,7.591666667,11.95833333,14.56666667,76,139.5384615,3.908333333
2017-04-20,Thailand,THA,,0.1,4.68,10.9,33.5,65,1.2
2017-04-21,China,CHN,54.66666667,6.555769231,13.60961538,28.2627451,57.23076923,87.32692308,5.755769231
2017-04-21,India,IND,,7.141666667,11.48333333,14.475,96.625,143.3076923,3.833333333
2017-04-21,Thailand,THA,,0.1,5.12,12.48,46.6,88.8,0.9
2017-04-22,China,CHN,77.33333333,6.848076923,14.39038462,32.75294118,58.69230769,87.15384615,6.932692308
2017-04-22,India,IND,,7.116666667,10.80909091,15.03333333,82.625,135.9230769,3.766666667
2017-04-22,Thailand,THA,,0.1,5.72,15.04,59.2,120.8,0.8
2017-04-23,China,CHN,77.33333333,7.073076923,16.19423077,35.58823529,61.82692308,97.09615385,7.053846154
2017-04-23,India,IND,,6.65,10.38181818,13.93636364,79.375,136.0769231,4.258333333
2017-04-23,Thailand,THA,,0.1,5.1,15.1,61,128.4,0.9
2017-04-24,China,CHN,91,7.582692308,16.60192308,37.04117647,62,106.8653846,7.159615385
2017-04-24,India,IND,,6.433333333,9.683333333,16.26666667,82.75,140.5384615,3.858333333
2017-04-24,Thailand,THA,,0.1,5.12,11.78,54.6,115,1
2017-04-25,China,CHN,53,7.534615385,16.21730769,29.32352941,56.88461538,100.2115385,6.257692308
2017-04-25,India,IND,,6.876923077,11.46153846,19.06923077,84.77777778,146.5,4.384615385
2017-04-25,Thailand,THA,,0.1,5.24,12.28,56,107,1
2017-04-26,China,CHN,58.66666667,6.909615385,13.77115385,27.43529412,47.13461538,84.01923077,5.8
2017-04-26,India,IND,,7.430769231,12.35384615,18.62307692,76,143.4285714,4.7
2017-04-26,Thailand,THA,,0.1,6.06,11.64,53.2,108.6,1
2017-04-27,China,CHN,61,6.698076923,14.57884615,31.92156863,46.57692308,78.55769231,6.205769231
2017-04-27,India,IND,,7.469230769,13.33333333,18.66153846,81.77777778,138.1428571,4.769230769
2017-04-27,Thailand,THA,,0.1,6.02,11.48,53.6,114.2,1
2017-04-28,China,CHN,67.66666667,7.040384615,17.07115385,36.56666667,55.65384615,89.98076923,7.225
2017-04-28,India,IND,,7.107692308,12.4,19.74615385,77.33333333,133.5,3.938461538
2017-04-28,Thailand,THA,,0.1,5.92,11.24,49.2,102.4,0.9
2017-04-29,China,CHN,92.66666667,7.661538462,18.42884615,41.04313725,67.57692308,107.8846154,8.409615385
